Date;Day;Month;Year;Customer_Age;Age_Group;Customer_Gender;Country;State;Product_Category;Sub_Category;Product;Order_Quantity;Unit_Cost;Unit_Price;Profit;Total_Cost;Total_Price
2014-05-17;17;May;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;22;1;2;22;22;44
2016-05-17;17;May;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;2;1;2;2;2;4
2016-05-17;17;May;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;22;1;2;22;22;44
2014-07-08;8;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;6;1;2;6;6;12
2014-07-08;8;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;1;1;2;1;1;2
2016-07-08;8;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;6;1;2;6;6;12
2016-07-08;8;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;1;1;2;1;1;2
2014-07-22;22;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;7;1;2;7;7;14
2014-07-22;22;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;7;1;2;7;7;14
2016-07-22;22;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;9;1;2;9;9;18
2016-07-22;22;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;6;1;2;6;6;12
2014-07-28;28;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;28;1;2;28;28;56
2014-07-28;28;July;2014;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;4;1;2;4;4;8
2016-07-28;28;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;27;1;2;27;27;54
2016-07-28;28;July;2016;39;Adults;M;Australia;Victoria;Accessories;Tires and Tubes;Patch Kit/8 Patches;1;1;2;1;1;2
2013-08-14;14;August;2013;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;17;1;2;17;17;34
2015-08-14;14;August;2015;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;15;1;2;15;15;30
2013-09-14;14;September;2013;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;9;1;2;9;9;18
2013-09-14;14;September;2013;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;5;1;2;5;5;10
2015-09-14;14;September;2015;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;6;1;2;6;6;12
2015-09-14;14;September;2015;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;7;1;2;7;7;14
2014-04-11;11;April;2014;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;29;1;2;29;29;58
2016-04-11;11;April;2016;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;27;1;2;27;27;54
2014-04-30;30;April;2014;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;19;1;2;19;19;38
2016-04-30;30;April;2016;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;21;1;2;21;21;42
2014-05-26;26;May;2014;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;21;1;2;21;21;42
2016-05-26;26;May;2016;36;Adults;F;Canada;British Columbia;Accessories;Tires and Tubes;Patch Kit/8 Patches;19;1;2;19;19;38
2013-08-03;3;August;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;2;2;5;6;4;10
2015-08-03;3;August;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;3;2;5;9;6;15
2013-09-15;15;September;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;7;2;5;21;14;35
2013-09-15;15;September;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;11;2;5;33;22;55
2015-09-15;15;September;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;6;2;5;18;12;30
2015-09-15;15;September;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;12;2;5;36;24;60
2013-10-28;28;October;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;24;2;5;72;48;120
2015-10-28;28;October;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;24;2;5;72;48;120
2013-11-04;4;November;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;2;2;5;6;4;10
2013-11-04;4;November;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;25;2;5;75;50;125
2015-11-04;4;November;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;3;2;5;9;6;15
2015-11-04;4;November;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;22;2;5;66;44;110
2013-11-22;22;November;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;10;2;5;30;20;50
2015-11-22;22;November;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;12;2;5;36;24;60
2013-12-17;17;December;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;21;2;5;63;42;105
2013-12-17;17;December;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;3;2;5;9;6;15
2015-12-17;17;December;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;18;2;5;54;36;90
2015-12-17;17;December;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;5;2;5;15;10;25
2013-12-26;26;December;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;30;2;5;90;60;150
2013-12-26;26;December;2013;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;29;2;5;87;58;145
2015-12-26;26;December;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;30;2;5;90;60;150
2015-12-26;26;December;2015;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;29;2;5;87;58;145
2014-02-24;24;February;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;17;2;5;51;34;85
2016-02-24;24;February;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;17;2;5;51;34;85
2014-03-17;17;March;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;26;2;5;78;52;130
2016-03-17;17;March;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;23;2;5;69;46;115
2014-04-02;2;April;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;18;2;5;54;36;90
2014-04-02;2;April;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;21;2;5;63;42;105
2016-04-02;2;April;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;15;2;5;45;30;75
2016-04-02;2;April;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;21;2;5;63;42;105
2014-05-20;20;May;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;3;2;5;9;6;15
2014-05-20;20;May;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;30;2;5;90;60;150
2016-05-20;20;May;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;2;2;5;6;4;10
2016-05-20;20;May;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;30;2;5;90;60;150
2014-05-23;23;May;2014;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;1;2;5;3;2;5
2016-05-23;23;May;2016;43;Adults;M;United States;Washington;Accessories;Tires and Tubes;Mountain Tire Tube;2;2;5;6;4;10
2013-08-02;2;August;2013;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;4;2;5;12;8;20
2015-08-02;2;August;2015;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2014-03-15;15;March;2014;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;8;2;5;24;16;40
2016-03-15;15;March;2016;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2014-07-24;24;July;2014;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;16;2;5;48;32;80
2016-07-24;24;July;2016;62;Adults;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;16;2;5;48;32;80
2013-11-07;7;November;2013;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;5;2;5;15;10;25
2015-11-07;7;November;2015;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;2;2;5;6;4;10
2013-11-11;11;November;2013;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;28;2;5;84;56;140
2013-11-11;11;November;2013;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;3;2;5;9;6;15
2015-11-11;11;November;2015;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;28;2;5;84;56;140
2015-11-11;11;November;2015;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;3;2;5;9;6;15
2013-12-21;21;December;2013;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2015-12-21;21;December;2015;62;Adults;M;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;22;2;5;66;44;110
2014-02-27;27;February;2014;62;Adults;M;United States;Oregon;Accessories;Tires and Tubes;Patch Kit/8 Patches;11;1;2;11;11;22
2016-02-27;27;February;2016;62;Adults;M;United States;Oregon;Accessories;Tires and Tubes;Patch Kit/8 Patches;12;1;2;12;12;24
2013-08-27;27;August;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;20;2;5;60;40;100
2013-08-27;27;August;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;26;2;5;78;52;130
2015-08-27;27;August;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;20;2;5;60;40;100
2015-08-27;27;August;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;26;2;5;78;52;130
2013-09-05;5;September;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2013-09-05;5;September;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;2;2;5;6;4;10
2015-09-05;5;September;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;27;2;5;81;54;135
2015-09-05;5;September;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;4;2;5;12;8;20
2013-10-02;2;October;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;7;2;5;21;14;35
2015-10-02;2;October;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;4;2;5;12;8;20
2013-10-06;6;October;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;28;2;5;84;56;140
2015-10-06;6;October;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;27;2;5;81;54;135
2013-10-29;29;October;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;2;2;5;6;4;10
2015-10-29;29;October;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;1;2;5;3;2;5
2013-11-06;6;November;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;8;2;5;24;16;40
2013-11-06;6;November;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;25;2;5;75;50;125
2015-11-06;6;November;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2015-11-06;6;November;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;27;2;5;81;54;135
2013-11-21;21;November;2013;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;16;2;5;48;32;80
2015-11-21;21;November;2015;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;15;2;5;45;30;75
2014-01-02;2;January;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2014-01-02;2;January;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;22;2;5;66;44;110
2016-01-02;2;January;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2016-01-02;2;January;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2014-01-24;24;January;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2016-01-24;24;January;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;31;2;5;93;62;155
2014-03-09;9;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;27;2;5;81;54;135
2014-03-09;9;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;20;2;5;60;40;100
2016-03-09;9;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2016-03-09;9;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;20;2;5;60;40;100
2014-03-12;12;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;16;2;5;48;32;80
2014-03-12;12;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;17;2;5;51;34;85
2016-03-12;12;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;14;2;5;42;28;70
2016-03-12;12;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;19;2;5;57;38;95
2014-03-27;27;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2016-03-27;27;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2014-03-30;30;March;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;14;2;5;42;28;70
2016-03-30;30;March;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;14;2;5;42;28;70
2014-04-20;20;April;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;22;2;5;66;44;110
2014-04-20;20;April;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2016-04-20;20;April;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2016-04-20;20;April;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;26;2;5;78;52;130
2014-04-26;26;April;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;25;2;5;75;50;125
2014-04-26;26;April;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;25;2;5;75;50;125
2016-04-26;26;April;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;27;2;5;81;54;135
2016-04-26;26;April;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2014-06-15;15;June;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;11;2;5;33;22;55
2014-06-15;15;June;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;22;2;5;66;44;110
2016-06-15;15;June;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;13;2;5;39;26;65
2016-06-15;15;June;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2014-07-12;12;July;2014;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;8;2;5;24;16;40
2016-07-12;12;July;2016;33;Young Adults;M;Australia;New South Wales;Accessories;Tires and Tubes;Touring Tire Tube;7;2;5;21;14;35
2013-08-29;29;August;2013;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;22;2;5;66;44;110
2015-08-29;29;August;2015;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2013-11-21;21;November;2013;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;12;2;5;36;24;60
2013-11-21;21;November;2013;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;17;2;5;51;34;85
2015-11-21;21;November;2015;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;11;2;5;33;22;55
2015-11-21;21;November;2015;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;19;2;5;57;38;95
2013-12-03;3;December;2013;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;1;2;5;3;2;5
2013-12-03;3;December;2013;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;4;2;5;12;8;20
2015-12-03;3;December;2015;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;1;2;5;3;2;5
2015-12-03;3;December;2015;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2014-03-13;13;March;2014;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;18;2;5;54;36;90
2014-03-13;13;March;2014;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;21;2;5;63;42;105
2016-03-13;13;March;2016;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;19;2;5;57;38;95
2016-03-13;13;March;2016;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;21;2;5;63;42;105
2014-05-06;6;May;2014;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;20;2;5;60;40;100
2016-05-06;6;May;2016;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;18;2;5;54;36;90
2014-07-15;15;July;2014;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2014-07-15;15;July;2014;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;18;2;5;54;36;90
2016-07-15;15;July;2016;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;3;2;5;9;6;15
2016-07-15;15;July;2016;44;Adults;M;Australia;Queensland;Accessories;Tires and Tubes;Touring Tire Tube;18;2;5;54;36;90
2013-09-18;18;September;2013;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2013-09-18;18;September;2013;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;13;2;5;39;26;65
2015-09-18;18;September;2015;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;23;2;5;69;46;115
2015-09-18;18;September;2015;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;15;2;5;45;30;75
2013-11-13;13;November;2013;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2015-11-13;13;November;2015;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2014-01-11;11;January;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;9;2;5;27;18;45
2016-01-11;11;January;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;6;2;5;18;12;30
2014-04-03;3;April;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;29;2;5;87;58;145
2016-04-03;3;April;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;28;2;5;84;56;140
2014-05-21;21;May;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;24;2;5;72;48;120
2016-05-21;21;May;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;26;2;5;78;52;130
2014-06-15;15;June;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;13;2;5;39;26;65
2016-06-15;15;June;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;11;2;5;33;22;55
2014-07-17;17;July;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;30;2;5;90;60;150
2014-07-17;17;July;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;2;2;5;6;4;10
2016-07-17;17;July;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;28;2;5;84;56;140
2016-07-17;17;July;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;1;2;5;3;2;5
2014-07-24;24;July;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;1;2;5;3;2;5
2014-07-24;24;July;2014;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;4;2;5;12;8;20
2016-07-24;24;July;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;2;2;5;6;4;10
2016-07-24;24;July;2016;18;Youth;F;United States;Washington;Accessories;Tires and Tubes;Touring Tire Tube;5;2;5;15;10;25
2013-08-24;24;August;2013;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;20;1;2;20;20;40
2013-08-24;24;August;2013;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;18;1;2;18;18;36
2013-08-24;24;August;2013;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;15;1;2;15;15;30
2015-08-24;24;August;2015;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;18;1;2;18;18;36
2015-08-24;24;August;2015;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;16;1;2;16;16;32
2015-08-24;24;August;2015;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;15;1;2;15;15;30
2013-09-09;9;September;2013;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;17;1;2;17;17;34
2013-09-09;9;September;2013;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;1;1;2;1;1;2
2015-09-09;9;September;2015;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;16;1;2;16;16;32
2015-09-09;9;September;2015;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;1;1;2;1;1;2
2014-05-16;16;May;2014;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;11;1;2;11;11;22
2014-05-16;16;May;2014;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;7;1;2;7;7;14
2016-05-16;16;May;2016;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;13;1;2;13;13;26
2016-05-16;16;May;2016;31;Young Adults;M;Germany;Hamburg;Accessories;Tires and Tubes;Patch Kit/8 Patches;8;1;2;8;8;16
2014-04-04;4;April;2014;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;18;1;2;18;18;36
2014-04-04;4;April;2014;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;23;1;2;23;23;46
2016-04-04;4;April;2016;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;20;1;2;20;20;40
2016-04-04;4;April;2016;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;22;1;2;22;22;44
2014-06-23;23;June;2014;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;6;1;2;6;6;12
2014-06-23;23;June;2014;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;22;1;2;22;22;44
2014-06-23;23;June;2014;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;29;1;2;29;29;58
2016-06-23;23;June;2016;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;3;1;2;3;3;6
2016-06-23;23;June;2016;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;21;1;2;21;21;42
2016-06-23;23;June;2016;31;Young Adults;F;France;Seine Saint Denis;Accessories;Tires and Tubes;Patch Kit/8 Patches;31;1;2;31;31;62
2013-10-12;12;October;2013;31;Young Adults;M;France;Garonne (Haute);Accessories;Tires and Tubes;Patch Kit/8 Patches;14;1;2;14;14;28
2013-10-12;12;October;2013;31;Young Adults;M;France;Garonne (Haute);Accessories;Tires and Tubes;Patch Kit/8 Patches;18;1;2;18;18;36
2015-10-12;12;October;2015;31;Young Adults;M;France;Garonne (Haute);Accessories;Tires and Tubes;Patch Kit/8 Patches;13;1;2;13;13;26
2015-10-12;12;October;2015;31;Young Adults;M;France;Garonne (Haute);Accessories;Tires and Tubes;Patch Kit/8 Patches;17;1;2;17;17;34
2013-08-21;21;August;2013;32;Young Adults;F;France;Nord;Accessories;Tires and Tubes;Touring Tire Tube;16;2;5;48;32;80
